Date,Open,High,Low,Close,Adj Close,Volume
2013-12-01,45.430000,48.689999,44.570000,47.540001,34.562607,26096000
2014-01-01,47.240002,49.950001,45.730000,45.799999,33.421753,29818000
2014-02-01,45.750000,48.500000,43.959999,48.180000,35.158512,26324300
2014-03-01,47.639999,53.500000,47.349998,51.799999,37.800140,40190400
2014-04-01,52.000000,52.599998,46.970001,48.240002,35.338165,36290000
2014-05-01,48.369999,49.040001,45.340000,47.970001,35.140369,26522300
2014-06-01,48.060001,51.270000,47.459999,50.160000,36.744659,24602700
2014-07-01,50.240002,52.240002,48.980000,50.259998,36.964241,35221600
2014-08-01,50.349998,50.980000,48.330002,50.340000,37.023083,20141100
2014-09-01,50.490002,52.720001,49.669998,49.860001,36.670067,28894500
2014-10-01,49.930000,50.139999,42.730000,47.740002,35.249935,45803500
2014-11-01,47.570000,49.200001,46.520000,46.610001,34.415581,23069900
2014-12-01,46.220001,48.889999,43.919998,46.840000,34.585407,51793900
2015-01-01,47.070000,47.189999,40.090000,41.500000,30.775488,55719100
2015-02-01,41.919998,47.000000,41.650002,45.779999,33.949440,33448200
2015-03-01,45.900002,47.939999,44.360001,45.130001,33.467411,32238800
2015-04-01,45.080002,47.730000,44.380001,47.410000,35.313301,28808600
2015-05-01,47.639999,50.150002,47.110001,48.950001,36.460369,28113300
2015-06-01,49.060001,53.450001,48.189999,51.320000,38.225655,37615000
2015-07-01,52.450001,52.930000,46.369999,47.430000,35.470791,60118400
2015-08-01,47.520000,48.599998,40.130001,44.000000,32.905640,60320800
2015-09-01,42.110001,43.950001,40.009998,41.099998,30.736866,55556500
2015-10-01,41.049999,44.970001,39.520000,43.400002,32.618370,56854700
2015-11-01,43.750000,47.439999,43.549999,46.349998,34.835503,35027500
2015-12-01,46.740002,47.099998,40.439999,41.830002,31.438395,51890900
2016-01-01,40.610001,41.740002,31.920000,34.299999,25.906651,67308800
2016-02-01,34.279999,35.849998,30.480000,33.779999,25.513893,78205900
2016-03-01,33.889999,39.849998,33.610001,37.869999,28.603050,58897300
2016-04-01,37.580002,45.990002,36.270000,44.400002,33.729626,71382500
2016-05-01,44.570000,47.490002,41.709999,47.099998,35.780743,44911100
2016-06-01,46.459999,47.549999,36.820000,41.130001,31.245489,56149700
2016-07-01,40.619999,46.369999,38.389999,45.240002,34.539864,36309000
2016-08-01,45.380001,47.599998,43.740002,47.290001,36.105007,46644600
2016-09-01,47.500000,47.810001,45.139999,47.320000,36.127907,35334600
2016-10-01,46.820000,52.590000,46.750000,52.090000,39.967957,46816300
2016-11-01,52.389999,63.990002,49.810001,63.750000,48.914513,52667200
2016-12-01,64.010002,70.440002,63.970001,68.110001,52.259880,46233000
2017-01-01,68.930000,71.199997,64.910004,67.529999,51.988522,35226600
2017-02-01,68.309998,73.849998,66.800003,71.279999,54.875496,33818800
2017-03-01,73.349998,75.000000,64.269997,68.580002,52.796890,38475000
2017-04-01,68.739998,72.300003,64.750000,70.699997,54.603016,38281000
2017-05-01,71.050003,73.410004,66.699997,68.559998,52.950260,35260300
2017-06-01,69.199997,75.300003,67.629997,73.239998,56.564720,43295100
2017-07-01,73.910004,75.720001,71.110001,72.309998,56.046631,31951900
2017-08-01,72.959999,74.769997,67.669998,68.250000,52.899757,31091000
2017-09-01,68.470001,76.760002,64.040001,76.260002,59.108215,36553400
2017-10-01,76.360001,80.250000,74.660004,78.570000,61.165474,35203500
2017-11-01,79.080002,85.279999,74.160004,83.309998,64.855492,33115000
2017-12-01,83.449997,88.220001,81.459999,86.809998,67.580177,31892500
2018-01-01,87.360001,96.529999,86.019997,95.220001,74.390366,31959200
2018-02-01,95.160004,101.730003,88.150002,97.220001,75.952866,27986500
2018-03-01,97.220001,102.660004,91.500000,95.930000,74.945045,34537800
2018-04-01,95.620003,99.370003,91.949997,94.580002,74.114044,33424900
2018-05-01,94.419998,101.050003,91.489998,94.290001,73.886803,29609000
2018-06-01,95.699997,98.300003,90.400002,90.919998,71.246017,38804200
2018-07-01,90.480003,97.769997,88.629997,96.940002,76.233696,39415300
2018-08-01,97.669998,100.639999,95.889999,97.480003,76.658356,30759000
2018-09-01,97.639999,98.750000,89.980003,90.199997,70.933357,30904000
2018-10-01,91.360001,93.800003,78.110001,81.559998,64.546730,47426000
2018-11-01,81.959999,85.540001,77.330002,79.180000,62.663200,42056000
2018-12-01,80.309998,81.120003,63.689999,68.690002,54.361385,53906700
2019-01-01,67.570000,82.809998,67.459999,78.739998,62.834869,45050800
2019-02-01,78.989998,88.959999,78.260002,87.110001,69.514145,35382000
2019-03-01,87.669998,88.349998,71.180000,73.320000,58.509670,45956400
2019-04-01,73.879997,80.620003,73.860001,78.589996,63.229000,41937100
2019-05-01,78.419998,79.129997,68.620003,68.820000,55.368633,34020900
2019-06-01,68.720001,72.870003,68.160004,72.639999,58.441982,36613900
2019-07-01,73.500000,74.110001,67.389999,73.199997,59.461830,45643700
2019-08-01,72.989998,73.080002,58.540001,61.650002,50.079529,39837500
2019-09-01,60.880001,67.180000,59.529999,65.989998,53.605000,39265800
2019-10-01,66.430000,68.000000,61.430000,65.419998,53.688900,33751900
2019-11-01,66.209999,72.610001,65.669998,70.410004,57.784119,23910900
2019-12-01,70.870003,73.430000,68.129997,71.750000,58.883808,31475700
2020-01-01,72.000000,72.230003,60.950001,61.160000,50.679276,36002100
2020-02-01,61.580002,65.290001,50.889999,52.639999,43.619316,35107900
2020-03-01,52.599998,55.110001,24.280001,29.340000,24.312134,82201400
2020-04-01,27.930000,37.900002,25.799999,34.860001,29.412096,70503100
2020-05-01,33.439999,40.250000,27.840000,36.349998,30.669241,45989200
2020-06-01,36.779999,49.000000,35.169998,38.099998,32.145748,52734800
2020-07-01,37.490002,38.880001,32.930000,38.520000,33.097099,40712200
2020-08-01,38.549999,43.560001,37.310001,39.529999,33.964901,27393000
2020-09-01,39.119999,42.470001,35.759998,38.250000,32.865101,31585400
2020-10-01,38.200001,46.549999,37.119999,45.509998,39.785873,32425400
2020-11-01,46.189999,55.480000,43.029999,49.200001,43.011757,49736700
