Date,Open,High,Low,Close,Adj Close,Volume
2013-12-01,32.160000,34.369999,31.280001,34.049999,29.371258,27358500
2014-01-01,34.020000,34.299999,30.360001,31.190001,27.014303,29076400
2014-02-01,31.180000,34.560001,28.180000,34.040001,29.482733,39499100
2014-03-01,33.630001,34.849998,30.820000,32.869999,28.469376,31401500
2014-04-01,33.080002,37.200001,30.290001,34.310001,29.828499,42871300
2014-05-01,34.070000,34.240002,32.139999,32.930000,28.628757,31157900
2014-06-01,33.040001,35.099998,32.080002,34.169998,29.706785,37093600
2014-07-01,34.330002,34.470001,31.570000,32.119999,28.035234,34677900
2014-08-01,32.110001,36.509998,31.950001,36.099998,31.509079,34204500
2014-09-01,36.209999,37.660000,34.570000,34.880001,30.444237,35426000
2014-10-01,34.849998,36.820000,29.850000,36.250000,31.753138,69753600
2014-11-01,36.259998,39.869999,35.810001,39.529999,34.626251,42124200
2014-12-01,39.090000,43.669998,38.110001,42.430000,37.166504,47002200
2015-01-01,42.759998,43.660000,38.419998,40.500000,35.593060,53927600
2015-02-01,40.630001,48.439999,40.110001,47.130001,41.419788,47857300
2015-03-01,47.130001,47.880001,44.689999,45.560001,40.039986,34371500
2015-04-01,45.380001,46.779999,43.430000,45.599998,40.186695,32004300
2015-05-01,45.790001,50.110001,45.639999,48.700001,42.918705,36880100
2015-06-01,49.099998,52.680000,47.970001,51.380001,45.280552,41783100
2015-07-01,51.910000,54.959999,49.320000,53.169998,46.983086,49806800
2015-08-01,53.349998,55.840000,48.599998,51.450001,45.463234,48369900
2015-09-01,50.330002,52.080002,45.389999,46.880001,41.425007,52624800
2015-10-01,47.020000,52.730000,46.009998,49.119999,43.516117,47586300
2015-11-01,49.380001,49.959999,43.599998,45.360001,40.185089,40075600
2015-12-01,45.250000,46.049999,41.810001,44.599998,39.511791,40292900
2016-01-01,43.700001,43.720001,38.020000,40.529999,36.008942,33135100
2016-02-01,40.250000,46.610001,38.900002,45.730000,40.628883,44727100
2016-03-01,46.060001,48.790001,45.110001,48.009998,42.654552,30875300
2016-04-01,47.910000,52.830002,45.709999,47.360001,42.195393,45405800
2016-05-01,47.259998,48.770000,45.759998,46.439999,41.375713,36920900
2016-06-01,46.279999,48.240002,43.320000,45.970001,40.956966,44218200
2016-07-01,45.799999,50.000000,44.669998,47.180000,42.180325,30580000
2016-08-01,47.349998,48.200001,45.490002,47.130001,42.135632,38225600
2016-09-01,47.060001,48.869999,44.900002,45.820000,41.104088,31441400
2016-10-01,45.540001,45.959999,42.009998,45.630001,40.933651,48141300
2016-11-01,45.779999,48.029999,44.930000,45.599998,40.906738,39508900
2016-12-01,45.650002,48.919998,44.590000,45.340000,40.812466,30074500
2017-01-01,45.669998,49.610001,45.540001,48.500000,43.656898,26323000
2017-02-01,48.660000,50.619999,45.439999,46.480000,41.838619,43647300
2017-03-01,46.860001,47.500000,42.540001,43.580002,39.228199,52953500
2017-04-01,43.650002,45.080002,42.290001,44.020000,39.761139,33210100
2017-05-01,44.080002,46.509998,41.740002,44.419998,40.122448,61789200
2017-06-01,44.520000,45.700001,43.720001,44.759998,40.574848,48574800
2017-07-01,45.040001,46.290001,43.389999,43.509998,39.441727,29174600
2017-08-01,43.700001,45.889999,42.840000,44.380001,40.230381,47782300
2017-09-01,44.590000,45.020000,41.220001,42.720001,38.866966,62861500
2017-10-01,42.750000,45.560001,42.529999,44.230000,40.240761,47826800
2017-11-01,44.310001,48.369999,43.340000,48.049999,43.716232,47993100
2017-12-01,47.720001,49.939999,47.090000,49.299999,45.005604,49889100
2018-01-01,49.490002,49.860001,47.169998,47.349998,43.225464,46137400
2018-02-01,47.090000,47.529999,40.759998,42.369999,38.679256,58622300
2018-03-01,42.220001,45.020000,41.049999,42.790001,39.062679,49336900
2018-04-01,42.689999,45.389999,41.310001,43.849998,40.182076,26911100
2018-05-01,43.709999,46.209999,43.060001,43.560001,39.916340,34324500
2018-06-01,43.930000,45.139999,42.029999,42.450001,39.038597,36911000
2018-07-01,42.240002,44.360001,41.959999,44.070000,40.528412,31920100
2018-08-01,44.000000,44.279999,38.490002,40.110001,36.886654,50096500
2018-09-01,39.939999,42.500000,39.410000,40.150002,36.923439,28959900
2018-10-01,40.290001,40.490002,30.219999,32.360001,29.877619,65186400
2018-11-01,32.549999,37.770000,31.930000,36.529999,33.727730,50363300
2018-12-01,36.910000,37.189999,32.340000,34.840000,32.167374,45988100
2019-01-01,34.500000,39.590000,34.340000,39.500000,36.638287,30425300
2019-02-01,39.669998,44.590000,39.279999,43.619999,40.459808,43912600
2019-03-01,43.869999,46.740002,43.410000,46.060001,42.723038,30599800
2019-04-01,46.220001,47.130001,45.169998,46.619999,43.397072,25981300
2019-05-01,46.740002,46.740002,40.619999,41.900002,39.003380,30075300
2019-06-01,41.869999,45.279999,40.709999,42.779999,39.822544,28177400
2019-07-01,43.250000,44.570000,41.320000,41.790001,39.042957,20557800
2019-08-01,41.730000,45.860001,39.360001,39.820000,37.202457,32350000
2019-09-01,39.740002,42.810001,38.980000,41.509998,38.781364,26905600
2019-10-01,41.770000,42.740002,39.169998,41.770000,39.182587,16402600
2019-11-01,41.840000,42.480000,36.459999,37.730000,35.392845,23765700
2019-12-01,37.959999,40.750000,36.680000,39.830002,37.362759,23048500
2020-01-01,40.029999,40.060001,35.430000,35.500000,33.443359,22021600
2020-02-01,35.709999,38.070000,29.730000,30.309999,28.554039,29564400
2020-03-01,30.370001,32.389999,17.059999,24.709999,23.278463,46922600
2020-04-01,23.730000,31.820000,23.059999,28.590000,27.072157,37917100
2020-05-01,28.290001,33.490002,26.870001,32.099998,30.395817,26050100
2020-06-01,32.189999,36.150002,29.360001,32.849998,31.105997,25930500
2020-07-01,32.930000,37.959999,31.980000,35.680000,33.947315,24831500
2020-08-01,35.689999,42.340000,35.619999,39.299999,37.391514,24348800
2020-09-01,39.230000,40.930000,36.270000,38.810001,36.925312,25851300
2020-10-01,39.099998,43.369999,38.830002,39.590000,37.815624,29953400
2020-11-01,40.139999,46.080002,39.849998,45.060001,43.040466,23922800
2020-12-01,45.430000,46.410000,43.680000,45.790001,43.737743,18195900
2021-01-01,45.830002,47.900002,42.250000,42.270000,40.517525,22428300
2021-02-01,42.599998,47.130001,41.779999,41.900002,40.162865,25530700
2021-03-01,42.340000,47.779999,42.040001,45.820000,43.920345,28137900
2021-04-01,45.880001,49.810001,44.840000,49.400002,47.524498,22113600
2021-05-01,49.759998,57.939999,49.750000,56.860001,54.701275,30491500
2021-06-01,57.349998,59.380001,56.529999,59.250000,57.000530,30377600
2021-07-01,59.340000,59.700001,53.869999,56.750000,54.786205,20623400
2021-08-01,56.880001,61.660000,55.320000,61.029999,58.918095,17432300
2021-09-01,60.910000,62.040001,54.790001,54.790001,52.894035,17088800
2021-10-01,54.849998,60.230000,54.509998,59.320000,57.453964,19038100
2021-11-01,59.410000,66.680000,58.220001,62.119999,60.165878,19727900
2021-12-01,63.009998,68.010002,60.799999,67.470001,65.347595,17035300
2022-01-01,67.449997,70.309998,64.080002,67.919998,66.000534,18945700
2022-02-01,68.059998,70.370003,62.650002,67.129997,65.232864,20383300
2022-03-01,67.029999,70.720001,59.040001,66.959999,65.067665,23256300
2022-04-01,67.730003,69.970001,62.970001,64.209999,62.589737,12510700
2022-05-01,64.650002,68.709999,58.439999,62.180000,60.610954,18544400
2022-06-01,61.380001,64.070000,56.099998,57.720001,56.263508,20721800
2022-07-01,57.500000,61.349998,55.080002,61.119999,59.770695,15933400
2022-08-01,61.049999,62.139999,53.360001,53.810001,52.622082,24638000
2022-09-01,53.790001,56.150002,43.619999,44.509998,43.527386,22518100
2022-10-01,45.259998,48.430000,43.750000,47.619999,46.742237,22282600
2022-11-01,47.869999,53.250000,41.240002,53.230000,52.248825,29497800
2022-12-01,53.500000,53.849998,48.310001,49.880001,48.960579,17981300
2023-01-01,50.090000,55.279999,49.419998,54.759998,53.953342,19931800
2023-02-01,54.290001,56.430000,48.369999,48.619999,47.903790,25320900
2023-03-01,48.669998,49.529999,41.980000,45.910000,45.233711,24720200
2023-04-01,45.759998,48.160000,45.310001,47.990002,47.482704,19340300
2023-05-01,47.790001,48.439999,37.439999,37.849998,37.449890,29999300
2023-06-01,38.040001,40.570000,37.340000,40.000000,39.577168,30766500
2023-07-01,39.980000,47.119999,38.740002,45.619999,45.362770,30455800
2023-08-01,45.320000,45.599998,33.820000,37.060001,36.851036,54208600
2023-09-01,37.290001,37.680000,31.260000,32.860001,32.674717,35276200
2023-10-01,32.590000,33.040001,28.500000,30.790001,30.790001,43859500
2023-11-01,31.090000,35.049999,29.920000,33.040001,33.040001,34230800
2023-11-22,33.320000,33.480000,32.855000,33.040001,33.040001,1257211
